SampleID	mean	sd	measure	X.SampleID	Experiment	Farm	Year	farm_number	section	row	block	section_block	farm_block	farm_section_block	farm_section_block_treatment	year_farm_section_block_treatment	Sample_type	DNA	DNA_sample_label	DNA_sample_name	DNA_seq_number	DNA_plate_number	DNA_col	DNA_row	Tissue	DNA_control	Treatment	Seed_source	Disinfection	Inoculation	plot_level	soil_moisture_at_planting	plants_at_planting	approx_plants_at_harvest	cob.weight.grams	cob_weight_g_plot_avg	max_cob_weight_plot	is_disease_score	seed_weight_g_plot	seed_weight_g_block	lb_seeds_plot	lb_seeds_block	cob_count_wk12	cob_count	cobs_per_plant	seeds_per_cob_g	Seeds_per_plant	disease	disease_plot_avg	Height	Height_avg	copies_ITS_all	copies_Fus_all	copies_Fverti_all	copies_Fum_all	perc_Fus_ITS	perc_Fvert_Fus	perc_Fum_Fus	log_copies_ITS_all	log_copies_Fus_all	log_copies_Fverti_all	log_copies_Fum_all
Sample13	119.6	5.3898520435	Richness	Sample13	1	OSU	2014	3	2	1	1	2.1	3.1	3.2.1	3.2.1.6	2014.3.2.1.6	Crown	1	11.1.6	OSU.14.CR8.2.1.6	13	1	2	E	Crown	0	6	4	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7878527722	NA	NA	NA	NA	1.3088587301	NA	NA	NA	NA	NA	NA	0.363397361	NA	NA
Sample14	79.19	5.8182836165	Richness	Sample14	1	OSU	2014	3	2	3	3	2.3	3.3	3.2.3	3.2.3.6	2014.3.2.3.6	Crown	1	13.3.6	OSU.14.CR8.2.3.6	14	1	2	F	Crown	0	6	4	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6312282152	NA	NA	NA	NA	3.6981019522	NA	NA	NA	NA	NA	NA	0.6719224371	NA	NA
Sample15	109.04	5.6958606271	Richness	Sample15	1	OSU	2014	3	2	2	2	2.2	3.2	3.2.2	3.2.2.5	2014.3.2.2.5	Crown	1	14.2.5	OSU.14.CR8.2.2.5	15	1	2	G	Crown	0	5	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7321612385	NA	NA	NA	NA	1.6529960156	NA	NA	NA	NA	NA	NA	0.4237365977	NA	NA
Sample16	64.77	5.4232104994	Richness	Sample16	1	PC	2014	2	2	1	1	2.1	2.1	2.2.1	2.2.1.1	2014.2.2.1.1	Crown	1	F.1.1	PC.14.CR8.2.1.1	16	1	2	H	Crown	0	1	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5979145437	NA	NA	NA	NA	1.7281701123	NA	NA	NA	NA	NA	NA	0.4358714468	NA	NA
Sample17	59.81	5.0265858847	Richness	Sample17	1	PC	2014	2	1	1	1	1.1	2.1	2.1.1	2.1.1.2	2014.2.1.1.2	Crown	1	D.1.2	PC.14.CR8.1.1.2	17	1	3	A	Crown	0	2	4	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7004601205	NA	NA	NA	NA	0.7027834695	NA	NA	NA	NA	NA	NA	0.2311594254	NA	NA
Sample18	105.37	5.7676474906	Richness	Sample18	1	PC	2014	2	1	1	1	1.1	2.1	2.1.1	2.1.1.3	2014.2.1.1.3	Crown	1	D.1.3	PC.14.CR8.1.1.3	18	1	3	B	Crown	0	3	4	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5974097601	NA	NA	NA	NA	0.5019309496	NA	NA	NA	NA	NA	NA	0.1766499667	NA	NA
Sample19	94.65	5.2864893547	Richness	Sample19	1	AS	2014	1	2	1	1	2.1	1.1	1.2.1	1.2.1.4	2014.1.2.1.4	Crown	1	A.1.4	AS.14.CR8.2.1.4	19	1	3	C	Crown	0	4	3	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4765382084	NA	NA	NA	NA	0.0793577136	NA	NA	NA	NA	NA	NA	0.0331653995	NA	NA
Sample20	112.1	5.8766787844	Richness	Sample20	1	AS	2014	1	3	2	2	3.2	1.2	1.3.2	1.3.2.1	2014.1.3.2.1	Crown	1	B.2.1	AS.14.CR8.3.2.1	20	1	3	D	Crown	0	1	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5971108382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample21	88.25	6.4500802595	Richness	Sample21	1	AS	2014	1	3	2	2	3.2	1.2	1.3.2	1.3.2.3	2014.1.3.2.3	Crown	1	B.2.2	AS.14.CR8.3.2.3	21	1	3	E	Crown	0	3	3	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5397606337	NA	NA	NA	NA	0.1672513494	NA	NA	NA	NA	NA	NA	0.0671643847	NA	NA
Sample22	92.9	4.9838121793	Richness	Sample22	1	AS	2014	1	1	4	4	1.4	1.4	1.1.4	1.1.4.4	2014.1.1.4.4	Crown	1	C.4.4	AS.14.CR8.1.4.4	22	1	3	F	Crown	0	4	3	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5380749917	NA	NA	NA	NA	0.0514526377	NA	NA	NA	NA	NA	NA	0.0217897148	NA	NA
Sample23	101.68	5.1637430633	Richness	Sample23	1	AS	2014	1	2	5	5	2.5	1.5	1.2.5	1.2.5.1	2014.1.2.5.1	Crown	1	A.5.1	AS.14.CR8.2.5.1	23	1	3	G	Crown	0	1	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5836789734	NA	NA	NA	NA	0.1030084651	NA	NA	NA	NA	NA	NA	0.0425788455	NA	NA
Sample24	100.58	6.3725738105	Richness	Sample24	1	AS	2014	1	1	5	5	1.5	1.5	1.1.5	1.1.5.2	2014.1.1.5.2	Crown	1	C.5.2	AS.14.CR8.1.5.2	24	1	3	H	Crown	0	2	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6882087274	NA	NA	NA	NA	0.1125224251	NA	NA	NA	NA	NA	NA	0.0463087738	NA	NA
Sample25	70.14	5.340941543	Richness	Sample25	1	OSU	2014	3	1	4	4	1.4	3.4	3.1.4	3.1.4.8	2014.3.1.4.8	Crown	1	8.4.8	OSU.14.CR8.1.4.8	25	1	4	A	Crown	0	8	4	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6725353046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample26	107.44	6.1287861932	Richness	Sample26	1	OSU	2014	3	2	4	4	2.4	3.4	3.2.4	3.2.4.2	2014.3.2.4.2	Crown	1	9.4.2	OSU.14.CR8.2.4.2	26	1	4	B	Crown	0	2	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6551066917	NA	NA	NA	NA	1.3459150938	NA	NA	NA	NA	NA	NA	0.3703122895	NA	NA
Sample27	85.09	5.3975209424	Richness	Sample27	1	OSU	2014	3	1	2	2	1.2	3.2	3.1.2	3.1.2.4	2014.3.1.2.4	Crown	1	3.2.4	OSU.14.CR8.1.2.4	27	1	4	C	Crown	0	4	3	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6700820741	NA	NA	NA	NA	0.2246275812	NA	NA	NA	NA	NA	NA	0.0880040364	NA	NA
Sample28	94.38	5.4416649264	Richness	Sample28	1	OSU	2014	3	2	2	2	2.2	3.2	3.2.2	3.2.2.8	2014.3.2.2.8	Crown	1	9.2.8	OSU.14.CR8.2.2.8	28	1	4	D	Crown	0	8	4	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7421955174	NA	NA	NA	NA	0.0915819626	NA	NA	NA	NA	NA	NA	0.0380563507	NA	NA
Sample29	113.66	5.5654417088	Richness	Sample29	1	OSU	2014	3	1	3	3	1.3	3.3	3.1.3	3.1.3.1	2014.3.1.3.1	Crown	1	6.3.1	OSU.14.CR8.1.3.1	29	1	4	E	Crown	0	1	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6147944979	NA	NA	NA	NA	0.1677783588	NA	NA	NA	NA	NA	NA	0.0673604227	NA	NA
Sample30	100.87	5.1945095334	Richness	Sample30	1	OSU	2014	3	2	1	1	2.1	3.1	3.2.1	3.2.1.3	2014.3.2.1.3	Crown	1	15.1.3	OSU.14.CR8.2.1.3	30	1	4	F	Crown	0	3	3	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5566951146	NA	NA	NA	NA	0.1644212484	NA	NA	NA	NA	NA	NA	0.0661101219	NA	NA
Sample31	90.51	4.2840908421	Richness	Sample31	1	OSU	2014	3	1	5	5	1.5	3.5	3.1.5	3.1.5.7	2014.3.1.5.7	Crown	1	8.5.7	OSU.14.CR8.1.5.7	31	1	4	G	Crown	0	7	4	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6038668388	NA	NA	NA	NA	0.103384556	NA	NA	NA	NA	NA	NA	0.0427269009	NA	NA
Sample32	64.4	5.3143601913	Richness	Sample32	1	OSU	2014	3	1	5	5	1.5	3.5	3.1.5	3.1.5.1	2014.3.1.5.1	Crown	1	1.5.1	OSU.14.CR8.1.5.1	32	1	4	H	Crown	0	1	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6936678771	NA	NA	NA	NA	0.1691509149	NA	NA	NA	NA	NA	NA	0.0678705739	NA	NA
Sample33	80.46	5.3018388272	Richness	Sample33	1	OSU	2014	3	2	2	2	2.2	3.2	3.2.2	3.2.2.3	2014.3.2.2.3	Crown	1	13.2.3	OSU.14.CR8.2.2.3	33	1	5	A	Crown	0	3	3	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6845088937	NA	NA	NA	NA	0.2260482418	NA	NA	NA	NA	NA	NA	0.0885075589	NA	NA
Sample34	102.86	5.15618683	Richness	Sample34	1	PC	2014	2	1	1	1	1.1	2.1	2.1.1	2.1.1.4	2014.2.1.1.4	Crown	1	B.1.4	PC.14.CR8.1.1.4	34	1	5	B	Crown	0	4	4	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.638553297	NA	NA	NA	NA	0.1427061558	NA	NA	NA	NA	NA	NA	0.057934567	NA	NA
Sample35	136.93	4.7932085793	Richness	Sample35	1	PC	2014	2	1	2	2	1.2	2.2	2.1.2	2.1.2.1	2014.2.1.2.1	Crown	1	A.2.1	PC.14.CR8.1.2.1	35	1	5	C	Crown	0	1	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6824451811	NA	NA	NA	NA	4.3549476889	NA	NA	NA	NA	NA	NA	0.7287552327	NA	NA
Sample36	93.16	5.4322642562	Richness	Sample36	1	PC	2014	2	1	2	2	1.2	2.2	2.1.2	2.1.2.2	2014.2.1.2.2	Crown	1	C.2.2	PC.14.CR8.1.2.2	36	1	5	D	Crown	0	2	4	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5857201571	NA	NA	NA	NA	1.0077965725	NA	NA	NA	NA	NA	NA	0.3027197085	NA	NA
Sample37	105.69	5.7747184985	Richness	Sample37	1	AS	2014	1	1	2	2	1.2	1.2	1.1.2	1.1.2.2	2014.1.1.2.2	Crown	1	C.2.2	AS.14.CR8.1.2.2	37	1	5	E	Crown	0	2	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5941253073	NA	NA	NA	NA	0.3602659417	NA	NA	NA	NA	NA	NA	0.1336238243	NA	NA
Sample38	121.96	5.1402943751	Richness	Sample38	1	AS	2014	1	2	2	2	2.2	1.2	1.2.2	1.2.2.4	2014.1.2.2.4	Crown	1	A.2.4	AS.14.CR8.2.2.4	38	1	5	F	Crown	0	4	3	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4840436742	NA	NA	NA	NA	0.436314877	NA	NA	NA	NA	NA	NA	0.1572496588	NA	NA
Sample39	116.85	5.0659788209	Richness	Sample39	1	AS	2014	1	3	3	3	3.3	1.3	1.3.3	1.3.3.1	2014.1.3.3.1	Crown	1	B.3.1	AS.14.CR8.3.3.1	39	1	5	G	Crown	0	1	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6059726307	NA	NA	NA	NA	0.3909905933	NA	NA	NA	NA	NA	NA	0.143324193	NA	NA
Sample40	108.7	5.4206861543	Richness	Sample40	1	AS	2014	1	3	5	5	3.5	1.5	1.3.5	1.3.5.3	2014.1.3.5.3	Crown	1	B.5.3	AS.14.CR8.3.5.3	40	1	5	H	Crown	0	3	3	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6184678404	NA	NA	NA	NA	0.2024437817	NA	NA	NA	NA	NA	NA	0.0800647808	NA	NA
Sample41	70.5	4.7386227382	Richness	Sample41	1	OSU	2014	3	1	4	4	1.4	3.4	3.1.4	3.1.4.6	2014.3.1.4.6	Crown	1	2.4.6	OSU.14.CR8.1.4.6	41	1	6	A	Crown	0	6	4	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7268296425	NA	NA	NA	NA	0.3316185299	NA	NA	NA	NA	NA	NA	0.1243798299	NA	NA
Sample42	55.87	4.1503437852	Richness	Sample42	1	OSU	2014	3	1	1	1	1.1	3.1	3.1.1	3.1.1.8	2014.3.1.1.8	Crown	1	7.1.8	OSU.14.CR8.1.1.8	42	1	6	B	Crown	0	8	4	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6921341283	NA	NA	NA	NA	36.7408973403	NA	NA	NA	NA	NA	NA	1.5768122219	NA	NA
Sample43	75.98	5.6389339203	Richness	Sample43	1	OSU	2014	3	2	1	1	2.1	3.1	3.2.1	3.2.1.2	2014.3.2.1.2	Crown	1	10.1.2	OSU.14.CR8.2.1.2	43	1	6	C	Crown	0	2	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6250869737	NA	NA	NA	NA	1.2120768158	NA	NA	NA	NA	NA	NA	0.3448002041	NA	NA
Sample44	86.31	5.4452184566	Richness	Sample44	1	OSU	2014	3	1	4	4	1.4	3.4	3.1.4	3.1.4.5	2014.3.1.4.5	Crown	1	5.4.5	OSU.14.CR8.1.4.5	44	1	6	D	Crown	0	5	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7594638013	NA	NA	NA	NA	1.6286444979	NA	NA	NA	NA	NA	NA	0.4197318554	NA	NA
Sample45	81.47	5.082063925	Richness	Sample45	1	OSU	2014	3	1	3	3	1.3	3.3	3.1.3	3.1.3.7	2014.3.1.3.7	Crown	1	2.3.7	OSU.14.CR8.1.3.7	45	1	6	E	Crown	0	7	4	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6707069993	NA	NA	NA	NA	0.2899806847	NA	NA	NA	NA	NA	NA	0.1105832075	NA	NA
Sample46	88.79	6.0491171407	Richness	Sample46	1	OSU	2014	3	2	1	1	2.1	3.1	3.2.1	3.2.1.1	2014.3.2.1.1	Crown	1	12.1.1	OSU.14.CR8.2.1.1	46	1	6	F	Crown	0	1	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5785070988	NA	NA	NA	NA	0.6119806096	NA	NA	NA	NA	NA	NA	0.2073598134	NA	NA
Sample47	59.92	5.0426063487	Richness	Sample47	1	OSU	2014	3	2	5	5	2.5	3.5	3.2.5	3.2.5.5	2014.3.2.5.5	Crown	1	14.5.5	OSU.14.CR8.2.5.5	47	1	6	G	Crown	0	5	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.811023834	NA	NA	NA	NA	0.3892634601	NA	NA	NA	NA	NA	NA	0.1427846132	NA	NA
Sample48	111.24	5.5215281152	Richness	Sample48	1	OSU	2014	3	2	4	4	2.4	3.4	3.2.4	3.2.4.7	2014.3.2.4.7	Crown	1	11.4.7	OSU.14.CR8.2.4.7	48	1	6	H	Crown	0	7	4	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7148220715	NA	NA	NA	NA	0.1810822835	NA	NA	NA	NA	NA	NA	0.072280155	NA	NA
Sample49	124.33	5.6961000303	Richness	Sample49	1	PC	2014	2	2	2	2	2.2	2.2	2.2.2	2.2.2.3	2014.2.2.2.3	Crown	1	E.2.3	PC.14.CR8.2.2.3	49	1	7	A	Crown	0	3	4	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6923364279	NA	NA	NA	NA	1.6711890968	NA	NA	NA	NA	NA	NA	0.4267046333	NA	NA
Sample50	76.37	4.6982803645	Richness	Sample50	1	PC	2014	2	2	2	2	2.2	2.2	2.2.2	2.2.2.4	2014.2.2.2.4	Crown	1	E.2.4	PC.14.CR8.2.2.4	50	1	7	B	Crown	0	4	4	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7005240416	NA	NA	NA	NA	0.3226219681	NA	NA	NA	NA	NA	NA	0.1214357318	NA	NA
Sample51	113.58	5.288027262	Richness	Sample51	1	PC	2014	2	2	3	3	2.3	2.3	2.2.3	2.2.3.1	2014.2.2.3.1	Crown	1	F.3.1	PC.14.CR8.2.3.1	51	1	7	C	Crown	0	1	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5277223001	NA	NA	NA	NA	330.8316610497	NA	NA	NA	NA	NA	NA	2.520917821	NA	NA
Sample52	99.36	6.091093017	Richness	Sample52	1	PC	2014	2	1	4	4	1.4	2.4	2.1.4	2.1.4.1	2014.2.1.4.1	Crown	1	A.4.1	PC.14.CR8.1.4.1	52	1	7	D	Crown	0	1	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6656582813	NA	NA	NA	NA	0.7017560303	NA	NA	NA	NA	NA	NA	0.2308972982	NA	NA
Sample53	76.79	5.142995629	Richness	Sample53	1	AS	2014	1	1	5	5	1.5	1.5	1.1.5	1.1.5.4	2014.1.1.5.4	Crown	1	C.5.4	AS.14.CR8.1.5.4	53	1	7	E	Crown	0	4	3	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5811235139	NA	NA	NA	NA	0.2569999084	NA	NA	NA	NA	NA	NA	0.099335246	NA	NA
Sample54	76.11	6.0751106736	Richness	Sample54	1	AS	2014	1	3	3	3	3.3	1.3	1.3.3	1.3.3.2	2014.1.3.3.2	Crown	1	B.3.2	AS.14.CR8.3.3.2	54	1	7	F	Crown	0	2	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.616784833	NA	NA	NA	NA	0.2521245066	NA	NA	NA	NA	NA	NA	0.0976475157	NA	NA
Sample55	107.97	5.2980938062	Richness	Sample55	1	AS	2014	1	2	3	3	2.3	1.3	1.2.3	1.2.3.3	2014.1.2.3.3	Crown	1	A.3.3	AS.14.CR8.2.3.3	55	1	7	G	Crown	0	3	3	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4618363255	NA	NA	NA	NA	0.1181306619	NA	NA	NA	NA	NA	NA	0.0484925571	NA	NA
Sample56	81.42	5.6303291254	Richness	Sample56	1	AS	2014	1	2	3	3	2.3	1.3	1.2.3	1.2.3.4	2014.1.2.3.4	Crown	1	A.3.4	AS.14.CR8.2.3.4	56	1	7	H	Crown	0	4	3	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5873689192	NA	NA	NA	NA	6.8643083134	NA	NA	NA	NA	NA	NA	0.8956605313	NA	NA
Sample57	49.55	4.9795034437	Richness	Sample57	1	OSU	2014	3	2	4	4	2.4	3.4	3.2.4	3.2.4.4	2014.3.2.4.4	Crown	1	14.4.4	OSU.14.CR8.2.4.4	57	1	8	A	Crown	0	4	3	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6159620098	NA	NA	NA	NA	0.1614828361	NA	NA	NA	NA	NA	NA	0.0650127964	NA	NA
Sample58	90.41	5.1426028076	Richness	Sample58	1	OSU	2014	3	2	2	2	2.2	3.2	3.2.2	3.2.2.6	2014.3.2.2.6	Crown	1	11.2.6	OSU.14.CR8.2.2.6	58	1	8	B	Crown	0	6	4	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7794414613	NA	NA	NA	NA	0.1942101273	NA	NA	NA	NA	NA	NA	0.0770807498	NA	NA
Sample59	100.1	5.6880168208	Richness	Sample59	1	OSU	2014	3	2	3	3	2.3	3.3	3.2.3	3.2.3.8	2014.3.2.3.8	Crown	1	12.3.8	OSU.14.CR8.2.3.8	59	1	8	C	Crown	0	8	4	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6186240791	NA	NA	NA	NA	0.1234356838	NA	NA	NA	NA	NA	NA	0.0505482143	NA	NA
Sample60	96.83	5.4994122735	Richness	Sample60	1	OSU	2014	3	2	4	4	2.4	3.4	3.2.4	3.2.4.3	2014.3.2.4.3	Crown	1	12.4.3	OSU.14.CR8.2.4.3	60	1	8	D	Crown	0	3	3	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6166091618	NA	NA	NA	NA	0.1774734711	NA	NA	NA	NA	NA	NA	0.0709511311	NA	NA
Sample61	85.8	4.880387466	Richness	Sample61	1	OSU	2014	3	2	3	3	2.3	3.3	3.2.3	3.2.3.5	2014.3.2.3.5	Crown	1	16.3.5	OSU.14.CR8.2.3.5	61	1	8	E	Crown	0	5	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6725040136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample62	96.08	5.4414792998	Richness	Sample62	1	OSU	2014	3	2	1	1	2.1	3.1	3.2.1	3.2.1.7	2014.3.2.1.7	Crown	1	14.1.7	OSU.14.CR8.2.1.7	62	1	8	F	Crown	0	7	4	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7321414285	NA	NA	NA	NA	0.1292844245	NA	NA	NA	NA	NA	NA	0.0528033382	NA	NA
Sample63	96.07	5.4388334311	Richness	Sample63	1	OSU	2014	3	1	4	4	1.4	3.4	3.1.4	3.1.4.7	2014.3.1.4.7	Crown	1	2.6.7	OSU.14.CR8.2.6.7	63	1	8	G	Crown	0	7	4	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6962123293	NA	NA	NA	NA	0.8914361777	NA	NA	NA	NA	NA	NA	0.2767916916	NA	NA
Sample64	76.39	4.5856495525	Richness	Sample64	1	OSU	2014	3	2	4	4	2.4	3.4	3.2.4	3.2.4.3	2014.3.2.4.3	Crown	1	B.4.3	OSU.14.CR8.2.4.3	64	1	8	H	Crown	0	3	3	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8002952645	NA	NA	NA	NA	0.2087925167	NA	NA	NA	NA	NA	NA	0.0823517627	NA	NA
Sample65	84.46	5.4539764013	Richness	Sample65	1	PC	2014	2	1	4	4	1.4	2.4	2.1.4	2.1.4.4	2014.2.1.4.4	Crown	1	C.4.4	PC.14.CR8.1.4.4	65	1	9	A	Crown	0	4	4	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73531321	NA	NA	NA	NA	0.532108985	NA	NA	NA	NA	NA	NA	0.1852896595	NA	NA
Sample66	88.95	5.2500601247	Richness	Sample66	1	PC	2014	2	2	3	3	2.3	2.3	2.2.3	2.2.3.2	2014.2.2.3.2	Crown	1	E.3.2	PC.14.CR8.2.3.2	66	1	9	B	Crown	0	2	4	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7062568897	NA	NA	NA	NA	0.2541675497	NA	NA	NA	NA	NA	NA	0.0983555597	NA	NA
Sample67	92.66	5.1624518488	Richness	Sample67	1	PC	2014	2	2	3	3	2.3	2.3	2.2.3	2.2.3.3	2014.2.2.3.3	Crown	1	F.3.3	PC.14.CR8.2.3.3	67	1	9	C	Crown	0	3	4	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5639395555	NA	NA	NA	NA	0.266300832	NA	NA	NA	NA	NA	NA	0.1025368922	NA	NA
Sample68	118.94	5.2084236356	Richness	Sample68	1	PC	2014	2	1	3	3	1.3	2.3	2.1.3	2.1.3.4	2014.2.1.3.4	Crown	1	A.3.4	PC.14.CR8.1.3.4	68	1	9	D	Crown	0	4	4	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5281265102	NA	NA	NA	NA	0.2226393806	NA	NA	NA	NA	NA	NA	0.0872983801	NA	NA
Sample73	72.99	6.1323698189	Richness	Sample73	1	OSU	2013	3	0	1	1	0.1	3.1	3.0.1	3.0.1.1	2013.3.0.1.1	Crown	1		OSU.13.CR8.0.1.1	73	1	10	A	Crown	0	1	1	0	0	0	0.0853552895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7027682119	NA	NA	NA	NA	0.2389866073	NA	NA	NA	NA	NA	NA	0.0930666119	NA	NA
Sample74	67.56	5.0817955945	Richness	Sample74	1	OSU	2013	3	0	4	4	0.4	3.4	3.0.4	3.0.4.1	2013.3.0.4.1	Crown	1		OSU.13.CR8.0.4.1	74	1	10	B	Crown	0	1	1	0	0	0	0.0853552895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7257615894	NA	NA	NA	NA	0.1158976806	NA	NA	NA	NA	NA	NA	0.0476243749	NA	NA
