"","SampleID","Experiment","Farm","Year","farm_number","section","row","block","section_block","farm_block","year_farm_block","farm_section_block","year_farm_section_block","farm_section_block_treatment","year_farm_section_block_treatment","Sample_type","DNA","DNA_sample_name","DNA_seq_number","DNA_plate_number","DNA_col","DNA_row","Tissue","DNA_control","Treatment","Seed_source","Disinfection","Inoculation","plot_level","soil_moisture_at_planting","plants_at_planting","approx_plants_at_harvest","cob.weight.grams","cob_weight_g_plot_avg","max_cob_weight_plot","is_disease_score","seed_weight_g_plot","seed_weight_g_block","lb_seeds_plot","lb_seeds_block","cob_count_wk12","cob_count","cobs_per_plant","seeds_per_cob_g","Seeds_per_plant","disease","disease_plot_avg","Height","Height_avg","copies_ITS_all","copies_Fus_all","copies_Fverti_all","copies_Fum_all","perc_Fus_ITS","perc_Fvert_Fus","perc_Fum_Fus","log_copies_ITS_all","log_copies_Fus_all","log_copies_Fverti_all","log_copies_Fum_all","Observed","Chao1","se.chao1","ACE","se.ACE","Shannon","Simpson","InvSimpson","Fisher","Richness_raref","Richness_raref_sd","Inverse_Simpson_raref","Inverse_Simpson_raref_sd"
"Sample29","Sample29","1","OSU","2014","3","1","3","3","1.3","3.3","2014.3.3","OSU.1.3","2014.OSU.1.3","3.1.3.1","2014.3.1.3.1","Crown","1","OSU.14.CR8.1.3.1","29","1","4","E","Crown","0","1","3","0","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6147944979,NA,NA,NA,NA,0.1677783588,NA,NA,NA,NA,NA,NA,0.0673604227,NA,NA,404,719.373333333333,58.7976602214371,770.743326791934,17.9588591260951,5.23902844689531,0.985662240629804,69.7459047944913,203.643117723991,98.8,5.10297991769555,49.5142517768087,8.76230902356071
"Sample32","Sample32","1","OSU","2014","3","1","5","5","1.5","3.5","2014.3.5","OSU.1.5","2014.OSU.1.5","3.1.5.1","2014.3.1.5.1","Crown","1","OSU.14.CR8.1.5.1","32","1","4","H","Crown","0","1","3","0","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6936678771,NA,NA,NA,NA,0.1691509149,NA,NA,NA,NA,NA,NA,0.0678705739,NA,NA,318,685.09756097561,81.7892064530886,733.390393760168,18.039856198767,3.67779873003715,0.910630387445626,11.1894856810707,82.3321418474698,54.29,4.32118343311485,11.0810817259338,1.98994904176539
"Sample89","Sample89","1","OSU","2013","3","0","3","3","0.3","3.3","2013.3.3","OSU.0.3","2013.OSU.0.3","3.0.3.1","2013.3.0.3.1","Crown","1","OSU.13.CR8.0.3.1","89","1","12","A","Crown","0","1","1","0","0","0","0.0783454209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.724013245,NA,NA,NA,NA,0.2571732465,NA,NA,NA,NA,NA,NA,0.0993951304,NA,NA,157,377.5,65.6826342732758,373.883970417401,12.5563742742068,3.28234868461076,0.896866897518062,9.6962078705538,55.9091476344306,46.27,4.13376097494519,9.43908808591069,1.20165562647379
"Sample84","Sample84","1","OSU","2013","3","0","5","5","0.5","3.5","2013.3.5","OSU.0.5","2013.OSU.0.5","3.0.5.2","2013.3.0.5.2","Crown","1","OSU.13.CR8.0.5.2","84","1","11","D","Crown","0","2","1","1","0","0","0.0671357035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7385496689,NA,NA,NA,NA,0.2439236405,NA,NA,NA,NA,NA,NA,0.0947937216,NA,NA,760,1828.11881188119,148.617538938929,1996.79354720052,28.9057125286901,3.41295287224088,0.857549043400295,7.0199598786132,195.538068198792,50.45,5.7636530924143,6.84278043143941,0.922212136125477
"Sample25","Sample25","1","OSU","2014","3","1","4","4","1.4","3.4","2014.3.4","OSU.1.4","2014.OSU.1.4","3.1.4.8","2014.3.1.4.8","Crown","1","OSU.14.CR8.1.4.8","25","1","4","A","Crown","0","8","4","1","1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6725353046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,563.78125,81.6169035930375,585.52699519543,16.7731421213047,3.68900743336102,0.920343993550121,12.5539811066127,85.4676030781632,55.47,4.55151212524614,11.6828377266213,1.55744321926659
"Sample45","Sample45","1","OSU","2014","3","1","3","3","1.3","3.3","2014.3.3","OSU.1.3","2014.OSU.1.3","3.1.3.7","2014.3.1.3.7","Crown","1","OSU.14.CR8.1.3.7","45","1","6","E","Crown","0","7","4","0","1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6707069993,NA,NA,NA,NA,0.2899806847,NA,NA,NA,NA,NA,NA,0.1105832075,NA,NA,329,676.34693877551,73.3625504593491,755.704747061276,17.8579508304923,4.45374777379326,0.966388746560483,29.7519401292036,110.133637262962,72.55,4.76386864265215,26.6386614109958,5.32711435458866
"Sample85","Sample85","1","OSU","2013","3","0","2","2","0.2","3.2","2013.3.2","OSU.0.2","2013.OSU.0.2","3.0.2.3","2013.3.0.2.3","Crown","1","OSU.13.CR8.0.2.3","85","1","11","E","Crown","0","3","2","0","0","0","0.0853552895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6520463576,NA,NA,NA,NA,0.1580336132,NA,NA,NA,NA,NA,NA,0.0637211654,NA,NA,807,1417.90909090909,86.9331733059581,1387.38541705291,22.2281812658206,4.09800653615767,0.933750184900364,15.0943817502896,203.27539654349,61.64,4.93087571872739,14.5171903556513,2.38506114781782
"Sample103","Sample103","1","OSU","2013","3","0","","2","0.2","3.2","2013.3.2","OSU.0.2","2013.OSU.0.2","3.0.2.3","2013.3.0.2.3","Seed","1","OSU.13.SDH.0.2.3","103","2","1","G","Seed","0","3","2","0","0","1","0.0853552895",120,40,NA,91.5818181818,164,NA,839.5,5037,1.8507822008,11.1046932045,57,55,1.375,91.5818181818,125.925,0.7257615894,0.7257615894,NA,NA,20337.3568515597,39.364250826,NA,NA,NA,NA,NA,4.3082945091,1.5951019904,NA,NA,452,990,95.4649365774076,1208.98876894254,24.2572450784467,3.35452926654371,0.890175917339731,9.10547100214268,97.1154620584109,44.61,3.99720862198569,8.87352173519612,1.46592748647919
"Sample150","Sample150","1","PC","2014","2","1","1","2","1.2","2.2","2014.2.2","PC.1.2","2014.PC.1.2","2.1.2.4","2014.2.1.2.4","Seed","1","PC.14.SDH.1.2.4","150","2","7","F","Seed","0","4","4","1","1","1","",16,15,NA,73.8333333333,120,1,355,NA,0.781938326,NA,NA,6,0.4,59.1666666667,23.6666666667,0.7128757717,0.7128757717,NA,NA,21754.9768707325,219.064567464,148.357548216,2.8336565922,1.0069629987,67.7232059632,1.2935257513,4.3375785884,2.3425501225,2.1742271758,0.5836132074,201,440.8,67.512396520559,445.216133959255,12.1264825380649,3.47768212686107,0.927835347484857,13.8571996836007,51.7669580061062,45.78,4.06408263655744,13.1613199746006,1.80173240421553
"Sample131","Sample131","1","OSU","2014","3","1","2","5","1.5","3.5","2014.3.5","OSU.1.5","2014.OSU.1.5","3.1.5.2","2014.3.1.5.2","Seed","1","OSU.14.SDH.2.5.2","131","2","5","C","Seed","0","2","3","1","0","1","",24,22,NA,76.2,143,1,957,NA,2.1079295154,NA,NA,15,0.6818181818,63.8,43.5,0.6915030271,0.716763555,NA,NA,33854.4689201193,5.7354891936,0,0,0.0169416014,0,0,4.5296288334,0.8283691437,0,0,59,104.090909090909,21.800001250773,115.409171075838,5.96220401665175,3.09218783599813,0.905676078971533,10.6017645269242,23.5951693409415,38.37,2.77308492477241,10.4126773417588,1.62798911177488
"Sample127","Sample127","1","OSU","2014","3","1","2","3","1.3","3.3","2014.3.3","OSU.1.3","2014.OSU.1.3","3.1.3.7","2014.3.1.3.7","Seed","1","OSU.14.SDH.2.3.7","127","2","4","G","Seed","0","7","4","0","1","1","",24,22,NA,73.8235294118,137,1,1043,NA,2.2973568282,NA,NA,17,0.7727272727,61.3529411765,47.4090909091,0.6707069993,0.678252882,NA,NA,38343.1616106596,14.0075010912,0,0,0.0365319408,0,0,4.5836992464,1.1763083836,0,0,468,929.232876712329,81.3691411976701,1041.20961759323,20.7065989542352,3.32584379639556,0.867183152670396,7.52916531378252,107.46007685361,46.15,4.01606621942267,7.59309204161245,1.26491059274101
"Sample175","Sample175","1","OSU","2014","3","2","14","3","2.3","3.3","2014.3.3","OSU.2.3","2014.OSU.2.3","3.2.3.1","2014.3.2.3.1","Seed","1","OSU.14.SDH.14.3.1","175","2","10","G","Seed","0","1","3","0","0","1","",24,22,NA,59.75,91,1,396,NA,0.872246696,NA,NA,8,0.3636363636,49.5,18,0.7101011394,0.7834268048,NA,NA,37358.153591447,1048.6856747112,1745.3330431896,0,2.8071132374,166.4305220599,0,4.5723970283,3.0210592703,3.2421270716,0,207,747.375,162.986029564163,671.573664393914,15.7981382171551,3.39423861897269,0.931730513080079,14.6478323643033,51.9566908986201,40.93,3.42083633226163,13.6075442324436,1.45030380076014
"Sample279","Sample279","2","OSU","2013","","","","","","","","","","","2013","Silk","1","Silk.13.OSU.3","279","3","11","G","Silk","0","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,186.909090909091,44.7582485276125,238.90957624291,11.0354748838566,2.33978557348031,0.86307355928267,7.30319136874663,15.7149609554932,17.8,2.52662588917283,7.03610427342231,0.55313382729924
"Sample102","Sample102","1","OSU","2013","3","0","","2","0.2","3.2","2013.3.2","OSU.0.2","2013.OSU.0.2","3.0.2.2","2013.3.0.2.2","Seed","1","OSU.13.SDH.0.2.2","102","2","1","F","Seed","0","2","1","1","0","1","0.0853552895",120,40,NA,90.5593220339,155,NA,890.5,5343,1.9632180462,11.779308277,65,59,1.475,90.5593220339,133.575,0.6520463576,0.6520463576,NA,NA,28114.9358140557,53.1857947462,NA,NA,NA,NA,NA,4.4489370964,1.7257956532,NA,NA,491,767.759259259259,47.2764867899666,837.713182017979,18.7491242882262,2.07873050535651,0.683984416975307,3.16440091475445,91.5829056517647,21.88,3.47365263465745,3.21947470170148,0.384874501590735
"Sample140","Sample140","1","OSU","2014","3","2","9","2","2.2","3.2","2014.3.2","OSU.2.2","2014.OSU.2.2","3.2.2.8","2014.3.2.2.8","Seed","1","OSU.14.SDH.9.2.8","140","2","6","D","Seed","0","8","4","1","1","1","",24,22,NA,72.76,111.8,1,831.5,NA,1.8314977974,NA,NA,14,0.6363636364,59.3928571429,37.7954545455,0.7421955174,0.6884755197,NA,NA,32340.3285710029,1478.2774294152,0,0,4.5710031244,0,0,4.5097578566,3.1700496309,0,0,91,173.333333333333,38.2724387727763,145.206906108061,6.69839807887624,3.14595590061511,0.915069040081407,11.7742693707748,23.8108996084901,37.71,3.02279220709475,11.3723186086443,1.34098267866527
"Sample116","Sample116","1","OSU","2013","3","0","","5","0.5","3.5","2013.3.5","OSU.0.5","2013.OSU.0.5","3.0.5.4","2013.3.0.5.4","Seed","1","OSU.13.SDH.0.5.4","116","2","3","D","Seed","0","4","2","1","0","1","0.082223072",120,40,NA,95.8611111111,185,NA,862.75,5176.5,1.9020397185,11.4122383111,54,54,1.35,95.8611111111,129.4125,0.6105761589,0.6105761589,NA,NA,19122.3209658421,26.8327256133,NA,NA,NA,NA,NA,4.2815406035,1.4286647897,NA,NA,184,433.791666666667,70.9276150911567,504.426401498165,14.7391859689397,2.9594349789753,0.884967651777858,8.69320687141739,44.278595264895,34.81,3.44859801699593,8.31266453572857,0.948065993944954
"Sample156","Sample156","1","OSU","2014","3","2","11","4","2.4","3.4","2014.3.4","OSU.2.4","2014.OSU.2.4","3.2.4.7","2014.3.2.4.7","Seed","1","OSU.14.SDH.11.4.7","156","2","8","D","Seed","0","7","4","0","1","1","",24,22,NA,61.0909090909,105,1,541,NA,1.1916299559,NA,NA,11,0.5,49.1818181818,24.5909090909,0.7148220715,0.6733530497,NA,NA,37791.7934609987,6.2651647416,5.2683682656,0,0.0165781091,84.0898600897,0,4.5774089941,0.8612454666,0.7971545033,0,217,421,52.5147866547413,472.274472194611,12.7503889744702,2.59534694614003,0.792424210567418,4.81751750882676,51.3538088435407,34.99,3.84942603618784,4.71973536119135,0.510948520709586
"Sample99","Sample99","1","OSU","2013","3","0","","1","0.1","3.1","2013.3.1","OSU.0.1","2013.OSU.0.1","3.0.1.3","2013.3.0.1.3","Seed","1","OSU.13.SDH.0.1.3","99","2","1","C","Seed","0","3","2","0","0","1","0.0671357035",120,40,NA,89,144,NA,637.8333333333,3827,1.4061829427,8.437097656,52,43,1.075,89,95.675,0.7205099338,0.7205099338,NA,NA,16471.8655427861,30.7561758345,NA,NA,NA,NA,NA,4.2167427885,1.4879323351,NA,NA,468,948.379746835443,81.981706726521,1116.51142891338,23.0185486770385,3.05759701882534,0.840559485146879,6.2719315785026,102.717501019225,41.41,4.41781288728605,6.08769583860551,1.0092572780747
"Sample59","Sample59","1","OSU","2014","3","2","3","3","2.3","3.3","2014.3.3","OSU.2.3","2014.OSU.2.3","3.2.3.8","2014.3.2.3.8","Crown","1","OSU.14.CR8.2.3.8","59","1","8","C","Crown","0","8","4","1","1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6186240791,NA,NA,NA,NA,0.1234356838,NA,NA,NA,NA,NA,NA,0.0505482143,NA,NA,715,1285,80.7966699585094,1422.73527041547,24.2706869477567,4.99201997924595,0.978345172724972,46.1790799482933,242.487813710697,83.32,5.27980715901288,36.5323090432203,5.86846306693265
"Sample93","Sample93","1","OSU","2013","3","0","3","3","0.3","3.3","2013.3.3","OSU.0.3","2013.OSU.0.3","3.0.3.3","2013.3.0.3.3","Crown","1","OSU.13.CR8.0.3.3","93","1","12","E","Crown","0","3","2","0","0","0","0.0944777658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6850397351,NA,NA,NA,NA,0.1992151697,NA,NA,NA,NA,NA,NA,0.0788971136,NA,NA,950,2184.63235294118,151.297953147542,2417.74405823199,32.2812152602292,3.47439079068613,0.841452995308682,6.30727778141846,240.359221360885,53.98,5.1482663552546,6.32395004781693,0.948850181674031
"Sample268","Sample268","","OSU","2013","","","","","","","","","","","2013","Seed","1","CRG.13.OSU.top5","268","3","10","D","Seed","0","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,65.375,13.1424900573269,71.964633580705,4.74281484127508,2.77937426593096,0.88416853229212,8.6332325730512,14.0674519605207,28.84,2.67317387871769,8.1497873920065,1.0554198533512
"Sample228","Sample228","2","AS","2012","1","","","","","","","","","","2012","Seed_stock","1","CRG.12.ASosu","228","3","5","D","Seed","0","","1","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,106,30.8159986065577,125.120330731134,6.85700733291102,2.65158291638045,0.871601858699131,7.78827473566578,16.1076780342818,28.43,2.51964002559609,7.61837011756081,0.925084916072293
"Sample65","Sample65","1","PC","2014","2","1","4","4","1.4","2.4","2014.2.4","PC.1.4","2014.PC.1.4","2.1.4.4","2014.2.1.4.4","Crown","1","PC.14.CR8.1.4.4","65","1","9","A","Crown","0","4","4","1","1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73531321,NA,NA,NA,NA,0.532108985,NA,NA,NA,NA,NA,NA,0.1852896595,NA,NA,397,831.762711864407,83.2438747223578,847.615908825362,18.3565429060307,4.33532306286933,0.938780487746442,16.3346613389898,146.95478555806,73.11,5.04303700385216,15.4057601213728,2.92140065280651
"Sample58","Sample58","1","OSU","2014","3","2","2","2","2.2","3.2","2014.3.2","OSU.2.2","2014.OSU.2.2","3.2.2.6","2014.3.2.2.6","Crown","1","OSU.14.CR8.2.2.6","58","1","8","B","Crown","0","6","4","1","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7794414613,NA,NA,NA,NA,0.1942101273,NA,NA,NA,NA,NA,NA,0.0770807498,NA,NA,573,1137.13953488372,91.1864603542709,1205.99011754406,22.1967008819291,4.2963617667284,0.90257345283848,10.2641428761931,180.371875252564,75.92,5.67411275492086,10.2889257368263,2.29253497743667
"Sample36","Sample36","1","PC","2014","2","1","2","2","1.2","2.2","2014.2.2","PC.1.2","2014.PC.1.2","2.1.2.2","2014.2.1.2.2","Crown","1","PC.14.CR8.1.2.2","36","1","5","D","Crown","0","2","4","1","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5857201571,NA,NA,NA,NA,1.0077965725,NA,NA,NA,NA,NA,NA,0.3027197085,NA,NA,494,863.733333333333,67.0443915056936,871.201954711697,18.4148245480755,4.58989413351566,0.957375764270487,23.4608312122202,151.968364377923,79.35,5.62170217581253,21.6376623893514,4.84600107329579
"Sample229","Sample229","2","AS","2012","1","","","","","","","","","","2012","Seed_stock","1","CRG.12.ASmkt","229","3","5","E","Seed","0","","1","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,49.75,16.6778245340088,44.8312757201646,3.09653935819557,2.00929275739713,0.769738198309627,4.34288272157565,7.92763931989171,18.83,2.02536940139847,4.36087049596557,0.473183548779313
"Sample94","Sample94","1","OSU","2013","3","0","6","6","0.6","3.6","2013.3.6","OSU.0.6","2013.OSU.0.6","3.0.6.3","2013.3.0.6.3","Crown","1","OSU.13.CR8.0.6.3","94","1","12","F","Crown","0","3","2","0","0","0","0.0944777658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7980993377,NA,NA,NA,NA,0.1621898695,NA,NA,NA,NA,NA,NA,0.0652770855,NA,NA,1480,2822.65882352941,130.781672767737,3282.77729827797,39.3740676383082,4.38993979748325,0.926882435580067,13.6766043553741,386.356014978004,69.71,5.51818847452713,13.4116900532005,2.49102159579368
"Sample51","Sample51","1","PC","2014","2","2","3","3","2.3","2.3","2014.2.3","PC.2.3","2014.PC.2.3","2.2.3.1","2014.2.2.3.1","Crown","1","PC.14.CR8.2.3.1","51","1","7","C","Crown","0","1","4","0","0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5277223001,NA,NA,NA,NA,330.8316610497,NA,NA,NA,NA,NA,NA,2.520917821,NA,NA,876,1720.2,111.244458243914,1817.89672501753,26.7650305449077,5.39068285816974,0.984630543596251,65.064109863775,292.953494189299,98.99,5.69510688435629,49.9586040298961,9.50571840656418
"Sample33","Sample33","1","OSU","2014","3","2","2","2","2.2","3.2","2014.3.2","OSU.2.2","2014.OSU.2.2","3.2.2.3","2014.3.2.2.3","Crown","1","OSU.14.CR8.2.2.3","33","1","5","A","Crown","0","3","3","0","1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6845088937,NA,NA,NA,NA,0.2260482418,NA,NA,NA,NA,NA,NA,0.0885075589,NA,NA,454,929.378787878788,86.3898135988415,987.593603971318,19.483286042826,4.43156456281675,0.972254659155921,36.0420874127915,122.66906997332,67.41,4.44516534557433,29.8100942423393,4.14144289864218
"Sample64","Sample64","1","OSU","2014","3","2","4","4","2.4","3.4","2014.3.4","OSU.2.4","2014.OSU.2.4","3.2.4.3","2014.3.2.4.3","Crown","1","OSU.14.CR8.2.4.3","64","1","8","H","Crown","0","3","3","0","1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8002952645,NA,NA,NA,NA,0.2087925167,NA,NA,NA,NA,NA,NA,0.0823517627,NA,NA,150,269,35.348947649947,300.088812681527,11.3670888497721,4.1373446285529,0.946249174263443,18.6043653524727,81.0155715294213,70.03,4.38881728620789,16.8736739971687,3.86551497284958
"Sample81","Sample81","1","OSU","2013","3","0","2","2","0.2","3.2","2013.3.2","OSU.0.2","2013.OSU.0.2","3.0.2.1","2013.3.0.2.1","Crown","1","OSU.13.CR8.0.2.1","81","1","11","A","Crown","0","1","1","0","0","0","0.0944777658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6497549669,NA,NA,NA,NA,0.5372838962,NA,NA,NA,NA,NA,NA,0.1867540778,NA,NA,504,1436.578125,156.181484265412,1601.4684564077,25.7801776261567,3.07660270198976,0.797921341238705,4.94856807804356,143.935901037451,44.71,4.75520979579452,4.97130567381028,0.719448591274208
"Sample53","Sample53","1","AS","2014","1","1","5","5","1.5","1.5","2014.1.5","AS.1.5","2014.AS.1.5","1.1.5.4","2014.1.1.5.4","Crown","1","AS.14.CR8.1.5.4","53","1","7","E","Crown","0","4","3","1","1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5811235139,NA,NA,NA,NA,0.2569999084,NA,NA,NA,NA,NA,NA,0.099335246,NA,NA,553,1247.05405405405,114.616711154645,1303.50251593454,24.0809433303752,4.33691150163798,0.958333489219534,24.0000897907875,151.416341334588,66.37,5.02650550340468,21.7293613170146,4.11996306696771
"Sample83","Sample83","1","OSU","2013","3","0","2","2","0.2","3.2","2013.3.2","OSU.0.2","2013.OSU.0.2","3.0.2.2","2013.3.0.2.2","Crown","1","OSU.13.CR8.0.2.2","83","1","11","C","Crown","0","2","1","1","0","0","0.0671357035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7347615894,NA,NA,NA,NA,0.097061447,NA,NA,NA,NA,NA,NA,0.0402309533,NA,NA,1331,2621.63559322034,129.850648712137,2998.09172860739,37.7673435536973,3.93863589378746,0.862149337115616,7.2542269951847,351.996261883773,62.09,5.21089573331057,6.84454610089132,1.19005820736439
"Sample76","Sample76","1","OSU","2013","3","0","4","4","0.4","3.4","2013.3.4","OSU.0.4","2013.OSU.0.4","3.0.4.2","2013.3.0.4.2","Crown","1","OSU.13.CR8.0.4.2","76","1","10","D","Crown","0","2","1","1","0","0","0.0944165317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8225562914,NA,NA,NA,NA,0.0971636546,NA,NA,NA,NA,NA,NA,0.0402714124,NA,NA,594,1497.51724137931,135.737688923254,1945.66894642969,31.8221109291614,2.84077320659213,0.752155129833395,4.03478191550943,151.670516772306,41.24,5.00932463844512,4.079877739288,0.661096913002905
"Sample119","Sample119","1","OSU","2013","3","0","","6","0.6","3.6","2013.3.6","OSU.0.6","2013.OSU.0.6","3.0.6.3","2013.3.0.6.3","Seed","1","OSU.13.SDH.0.6.3","119","2","3","G","Seed","0","3","2","0","0","1","0.0944777658",120,40,NA,90.6470588235,172,NA,770.5,4623,1.6986631158,10.1919786945,56,51,1.275,90.6470588235,115.575,0.6728410596,0.6728410596,NA,NA,14420.881662425,23.0846988304,NA,NA,NA,NA,NA,4.158991813,1.363324213,NA,NA,484,801.5,53.6990667202742,917.338938583884,21.4124527842974,1.94153581090154,0.616285991964233,2.60610761936736,93.2686330390774,22.69,3.31721862317505,2.61116640618508,0.29365254147968
"Sample82","Sample82","1","OSU","2013","3","0","5","5","0.5","3.5","2013.3.5","OSU.0.5","2013.OSU.0.5","3.0.5.1","2013.3.0.5.1","Crown","1","OSU.13.CR8.0.5.1","82","1","11","B","Crown","0","1","1","0","0","0","0.0944777658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6728410596,NA,NA,NA,NA,0.0731066473,NA,NA,NA,NA,NA,NA,0.0306428851,NA,NA,1350,2896.21962616822,156.297023419926,3197.5301361886,37.2675717511676,4.1928570390127,0.903137692930081,10.3239333260786,373.093328535451,66.6,5.0970381575772,9.8062549062852,1.74708956021864
"Sample74","Sample74","1","OSU","2013","3","0","4","4","0.4","3.4","2013.3.4","OSU.0.4","2013.OSU.0.4","3.0.4.1","2013.3.0.4.1","Crown","1","OSU.13.CR8.0.4.1","74","1","10","B","Crown","0","1","1","0","0","0","0.0853552895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7257615894,NA,NA,NA,NA,0.1158976806,NA,NA,NA,NA,NA,NA,0.0476243749,NA,NA,793,2091.57142857143,178.081826844038,2236.75342307844,30.9847450755648,3.84017500206423,0.901835408735258,10.1869725846775,212.945197812367,58.27,4.61629743627964,10.0649738042475,1.61431304518526
"Sample80","Sample80","1","OSU","2013","3","0","4","4","0.4","3.4","2013.3.4","OSU.0.4","2013.OSU.0.4","3.0.4.4","2013.3.0.4.4","Crown","1","OSU.13.CR8.0.4.4","80","1","10","H","Crown","0","4","2","1","0","0","0.082223072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7380993377,NA,NA,NA,NA,0.2241472105,NA,NA,NA,NA,NA,NA,0.0878336473,NA,NA,37,54.1,10.407382599353,76.7285231660232,6.56629891165477,2.46830269326161,0.79546875,4.88922841864018,15.0967486556528,28.5,2.27191904820928,4.84088985545468,0.712875975247034
"Sample121","Sample121","1","AS","2014","1","1","1","1","1.1","1.1","2014.1.1","AS.1.1","2014.AS.1.1","1.1.1.2","2014.1.1.1.2","Seed","1","AS.14.SDH.1.1.2","121","2","4","A","Seed","0","2","3","1","0","1","",20,18,NA,136.2916666667,181,1,2201.9,NA,4.85,NA,NA,24,1.3333333333,91.7458333333,122.3277777778,0.528999622,0.505555203,170,119,29831.7658741121,8835.7885862424,5157.5699687688,171.181858344,29.6187246291,58.3713600481,1.9373693324,4.4746935198,3.9462944649,3.7125293255,2.2359873908,254,443.023255813953,46.1076099417012,488.26182295082,15.1157962326458,3.43527876696748,0.910018229284481,11.1133620959909,65.7488526465141,46.71,4.07578461182877,10.4995600255256,1.24278240987676
"Sample231","Sample231","2","CD","2012","0","","","","","","","","","","2012","Seed_stock","1","CRG.12.CD","231","3","5","G","Seed","0","","2","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,109.5,32.5451214701505,119.352975756578,5.96780295191521,3.08122307698234,0.931857253195359,14.6750761730652,16.4883486705914,30.86,2.73037533957321,13.720474270466,1.39562767001237
"Sample232","Sample232","","","","","","","","","","","","","","2011","Seed_stock","1","CRG.11.CD","232","3","5","H","Seed","0","","2","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,78.5454545454545,15.5313049343006,95.1129476584022,6.0642810374173,1.6942361245051,0.555559737538736,2.25002117148906,13.5650294326001,22.88,2.7053258359739,2.2330333848457,0.244663944474696
